"accel_x","accel_y","accel_z","mag_x","mag_y","mag_z","gyro_x","gyro_y","gyro_z","t","h","<module 'time' (built-in)>"
"-0.44027935839999993","4.307080679999999","-8.104490146199998","29.900000000000002","-27.6","45.300000000000004","0.75","-0.3359375","0.390625","22.887769893949795","52.14657448529524","2019-09-21 01:23:10.886997"
"-0.4354937131999999","4.2759739861999995","-8.099704501","31.6","-27.200000000000003","44.1","1.046875","-0.265625","0.5078125","22.901121538109408","52.160310120110495","2019-09-21 01:23:21.296224"
"-0.44267218099999994","4.2855452766","-8.0853475654","30.5","-26.5","44.900000000000006","0.625","-0.1640625","0.1875","22.87174792095827","52.178624299864175","2019-09-21 01:23:31.757100"
"-0.4139583098","4.273581163599999","-8.1092757914","31.200000000000003","-26.8","46.0","1.0703125","-0.140625","0.5703125","22.87174792095827","52.20151702455627","2019-09-21 01:23:42.195232"
"-0.4331008906","4.2975093896","-8.099704501","30.6","-26.0","44.6","0.765625","0.140625","0.3984375","22.901121538109408","52.14352212200296","2019-09-21 01:23:52.658168"
